datetime,Open,High,Low,Close,Volume
1999-01-25 11:45:00,1.79,1.79,1.79,1.79,526019.0
1999-01-25 12:00:00,1.79,1.79,1.79,1.79,552832.0
1999-01-25 12:15:00,1.79,1.79,1.79,1.79,482713.0
1999-01-25 12:30:00,1.79,1.79,1.79,1.79,496944.0
1999-01-25 12:45:00,1.79,1.79,1.79,1.79,508822.0
1999-01-25 13:00:00,1.79,1.79,1.79,1.79,442889.0
1999-01-25 13:15:00,1.79,1.79,1.79,1.79,491758.0
1999-01-25 13:30:00,1.8,1.8,1.8,1.8,398987.0
1999-01-25 13:45:00,1.8,1.8,1.8,1.8,359072.0
1999-01-25 14:00:00,1.8,1.8,1.8,1.8,489335.0
1999-01-25 14:15:00,1.8,1.8,1.8,1.8,381911.0
1999-01-25 14:30:00,1.81,1.81,1.81,1.81,530779.0
1999-01-25 14:45:00,1.81,1.81,1.8,1.81,482401.0
1999-01-25 15:00:00,1.81,1.81,1.81,1.81,346785.0
1999-01-25 15:15:00,1.81,1.81,1.81,1.81,625335.0
1999-01-25 15:30:00,1.81,1.81,1.81,1.81,348186.0
1999-01-25 15:45:00,1.81,1.81,1.81,1.81,538456.0
1999-01-26 09:30:00,1.83,1.83,1.83,1.83,416561.0
1999-01-26 09:45:00,1.83,1.83,1.83,1.83,338811.0
1999-01-26 10:00:00,1.82,1.82,1.82,1.82,402589.0
1999-01-26 10:15:00,1.82,1.82,1.82,1.82,236153.0
1999-01-26 10:30:00,1.81,1.81,1.81,1.81,388288.0
1999-01-26 10:45:00,1.8,1.8,1.8,1.8,413123.0
1999-01-26 11:00:00,1.79,1.79,1.79,1.79,234397.0
1999-01-26 11:15:00,1.79,1.79,1.79,1.79,236167.0
1999-01-26 11:30:00,1.78,1.78,1.78,1.78,307550.0
1999-01-26 11:45:00,1.78,1.78,1.78,1.78,245466.0
1999-01-26 12:00:00,1.78,1.78,1.78,1.78,269821.0
1999-01-26 12:15:00,1.76,1.76,1.76,1.76,238239.0
1999-01-26 12:30:00,1.76,1.76,1.75,1.76,249183.0
1999-01-26 12:45:00,1.75,1.75,1.75,1.75,414736.0
1999-01-26 13:00:00,1.74,1.74,1.74,1.74,350433.0
1999-01-26 13:15:00,1.73,1.74,1.73,1.73,352187.0
1999-01-26 13:30:00,1.73,1.73,1.73,1.73,356781.0
1999-01-26 13:45:00,1.72,1.72,1.72,1.72,402047.0
1999-01-26 14:00:00,1.73,1.73,1.73,1.73,411280.0
1999-01-26 14:15:00,1.71,1.71,1.71,1.71,295845.0
1999-01-26 14:30:00,1.7,1.7,1.7,1.7,312806.0
1999-01-26 14:45:00,1.7,1.7,1.7,1.7,398029.0
1999-01-26 15:00:00,1.69,1.69,1.69,1.69,269049.0
1999-01-26 15:15:00,1.68,1.68,1.68,1.68,407943.0
1999-01-26 15:30:00,1.68,1.68,1.68,1.68,262416.0
1999-01-26 15:45:00,1.68,1.68,1.68,1.68,398235.0
1999-01-27 09:30:00,1.68,1.68,1.68,1.68,270667.0
1999-01-27 09:45:00,1.68,1.68,1.68,1.68,201999.0
1999-01-27 10:00:00,1.68,1.68,1.67,1.68,226076.0
1999-01-27 10:15:00,1.68,1.68,1.68,1.68,246892.0
1999-01-27 10:30:00,1.67,1.67,1.67,1.67,272479.0
1999-01-27 10:45:00,1.68,1.68,1.68,1.68,249326.0
1999-01-27 11:00:00,1.67,1.67,1.67,1.67,211681.0
1999-01-27 11:15:00,1.67,1.67,1.67,1.67,233976.0
1999-01-27 11:30:00,1.67,1.67,1.67,1.67,192265.0
1999-01-27 11:45:00,1.67,1.67,1.67,1.67,281680.0
1999-01-27 12:00:00,1.67,1.67,1.67,1.67,248870.0
1999-01-27 12:15:00,1.67,1.67,1.67,1.67,190872.0
1999-01-27 12:30:00,1.67,1.67,1.67,1.67,303882.0
1999-01-27 12:45:00,1.67,1.67,1.67,1.67,289436.0
1999-01-27 13:00:00,1.67,1.67,1.67,1.67,259340.0
1999-01-27 13:15:00,1.67,1.67,1.67,1.67,284424.0
1999-01-27 13:30:00,1.67,1.67,1.67,1.67,244042.0
1999-01-27 13:45:00,1.67,1.67,1.67,1.67,196679.0
1999-01-27 14:00:00,1.67,1.67,1.67,1.67,263500.0
1999-01-27 14:15:00,1.67,1.67,1.67,1.67,206815.0
1999-01-27 14:30:00,1.67,1.67,1.67,1.67,210752.0
1999-01-27 14:45:00,1.67,1.67,1.67,1.67,168775.0
1999-01-27 15:00:00,1.67,1.67,1.67,1.67,260273.0
1999-01-27 15:15:00,1.67,1.67,1.67,1.67,222693.0
1999-01-27 15:30:00,1.67,1.67,1.67,1.67,249279.0
1999-01-27 15:45:00,1.67,1.67,1.67,1.67,222433.0
1999-01-28 09:30:00,1.67,1.67,1.67,1.67,184421.0
1999-01-28 09:45:00,1.67,1.67,1.67,1.67,242098.0
1999-01-28 10:00:00,1.67,1.67,1.67,1.67,246576.0
1999-01-28 10:15:00,1.67,1.67,1.67,1.67,178743.0
1999-01-28 10:30:00,1.67,1.67,1.67,1.67,175982.0
1999-01-28 10:45:00,1.67,1.67,1.67,1.67,160738.0
1999-01-28 11:00:00,1.67,1.67,1.67,1.67,189602.0
1999-01-28 11:15:00,1.66,1.66,1.66,1.66,240409.0
1999-01-28 11:30:00,1.67,1.67,1.67,1.67,213394.0
1999-01-28 11:45:00,1.67,1.67,1.67,1.67,278856.0
1999-01-28 12:00:00,1.66,1.66,1.66,1.66,214691.0
1999-01-28 12:15:00,1.66,1.66,1.66,1.66,228641.0
1999-01-28 12:30:00,1.66,1.66,1.66,1.66,261821.0
1999-01-28 12:45:00,1.66,1.66,1.66,1.66,207060.0
1999-01-28 13:00:00,1.66,1.66,1.66,1.66,215273.0
1999-01-28 13:15:00,1.66,1.66,1.66,1.66,161965.0
1999-01-28 13:30:00,1.66,1.66,1.66,1.66,170426.0
1999-01-28 13:45:00,1.66,1.66,1.66,1.66,223565.0
1999-01-28 14:00:00,1.66,1.66,1.66,1.66,240230.0
1999-01-28 14:15:00,1.66,1.66,1.66,1.66,230543.0
1999-01-28 14:30:00,1.66,1.66,1.66,1.66,237519.0
1999-01-28 14:45:00,1.66,1.66,1.66,1.66,276173.0
1999-01-28 15:00:00,1.66,1.66,1.66,1.66,157812.0
1999-01-28 15:15:00,1.66,1.66,1.66,1.66,269215.0
1999-01-28 15:30:00,1.66,1.66,1.66,1.66,244708.0
1999-01-28 15:45:00,1.66,1.66,1.66,1.66,228504.0
1999-01-29 09:30:00,1.66,1.66,1.66,1.66,176677.0
1999-01-29 09:45:00,1.66,1.66,1.66,1.66,296260.0
1999-01-29 10:00:00,1.65,1.65,1.65,1.65,203760.0
1999-01-29 10:15:00,1.65,1.65,1.65,1.65,273870.0
1999-01-29 10:30:00,1.65,1.65,1.65,1.65,226393.0
1999-01-29 10:45:00,1.65,1.65,1.65,1.65,245011.0
1999-01-29 11:00:00,1.64,1.64,1.64,1.64,277969.0
1999-01-29 11:15:00,1.64,1.64,1.64,1.64,234900.0
1999-01-29 11:30:00,1.64,1.64,1.64,1.64,257665.0
1999-01-29 11:45:00,1.63,1.63,1.63,1.63,301028.0
1999-01-29 12:00:00,1.63,1.63,1.63,1.63,174420.0
1999-01-29 12:15:00,1.63,1.63,1.63,1.63,199438.0
1999-01-29 12:30:00,1.62,1.62,1.62,1.62,181312.0
1999-01-29 12:45:00,1.62,1.62,1.62,1.62,288739.0
1999-01-29 13:00:00,1.62,1.62,1.62,1.62,243241.0
1999-01-29 13:15:00,1.61,1.61,1.61,1.61,169034.0
1999-01-29 13:30:00,1.61,1.61,1.61,1.61,174238.0
1999-01-29 13:45:00,1.61,1.61,1.61,1.61,224781.0
1999-01-29 14:00:00,1.61,1.61,1.61,1.61,193197.0
1999-01-29 14:15:00,1.6,1.6,1.6,1.6,262673.0
1999-01-29 14:30:00,1.6,1.6,1.6,1.6,269283.0
1999-01-29 14:45:00,1.6,1.6,1.6,1.6,217971.0
1999-01-29 15:00:00,1.59,1.59,1.59,1.59,224762.0
1999-01-29 15:15:00,1.59,1.59,1.59,1.59,271426.0
1999-01-29 15:30:00,1.59,1.59,1.59,1.59,215136.0
1999-01-29 15:45:00,1.58,1.58,1.58,1.58,217309.0
1999-02-01 09:30:00,1.59,1.59,1.58,1.59,119669.0
1999-02-01 09:45:00,1.58,1.58,1.58,1.58,141150.0
1999-02-01 10:00:00,1.59,1.59,1.59,1.59,163377.0
1999-02-01 10:15:00,1.59,1.59,1.59,1.59,143108.0
1999-02-01 10:30:00,1.59,1.59,1.59,1.59,185376.0
1999-02-01 10:45:00,1.59,1.59,1.59,1.59,109175.0
1999-02-01 11:00:00,1.59,1.59,1.59,1.59,160179.0
1999-02-01 11:15:00,1.59,1.59,1.59,1.59,145525.0
1999-02-01 11:30:00,1.59,1.59,1.59,1.59,121536.0
1999-02-01 11:45:00,1.59,1.59,1.59,1.59,180373.0
1999-02-01 12:00:00,1.6,1.6,1.6,1.6,141635.0
1999-02-01 12:15:00,1.6,1.6,1.6,1.6,184930.0
1999-02-01 12:30:00,1.6,1.6,1.6,1.6,110955.0
1999-02-01 12:45:00,1.6,1.6,1.6,1.6,151203.0
1999-02-01 13:00:00,1.6,1.6,1.6,1.6,119478.0
1999-02-01 13:15:00,1.6,1.6,1.6,1.6,182167.0
1999-02-01 13:30:00,1.6,1.6,1.6,1.6,109378.0
1999-02-01 13:45:00,1.6,1.6,1.6,1.6,138406.0
1999-02-01 14:00:00,1.61,1.61,1.61,1.61,172479.0
1999-02-01 14:15:00,1.61,1.61,1.61,1.61,190787.0
1999-02-01 14:30:00,1.61,1.61,1.61,1.61,108260.0
1999-02-01 14:45:00,1.61,1.61,1.61,1.61,143066.0
1999-02-01 15:00:00,1.61,1.61,1.61,1.61,116037.0
1999-02-01 15:15:00,1.61,1.61,1.61,1.61,181837.0
1999-02-01 15:30:00,1.61,1.61,1.61,1.61,156918.0
1999-02-01 15:45:00,1.61,1.61,1.61,1.61,107176.0
1999-02-02 09:30:00,1.58,1.58,1.58,1.58,211819.0
1999-02-02 09:45:00,1.58,1.58,1.58,1.58,309010.0
1999-02-02 10:00:00,1.57,1.57,1.57,1.57,305878.0
1999-02-02 10:15:00,1.57,1.57,1.57,1.57,231097.0
1999-02-02 10:30:00,1.57,1.57,1.57,1.57,244320.0
1999-02-02 10:45:00,1.56,1.56,1.56,1.56,234283.0
1999-02-02 11:00:00,1.56,1.56,1.56,1.56,184868.0
1999-02-02 11:15:00,1.55,1.55,1.55,1.55,261578.0
1999-02-02 11:30:00,1.56,1.56,1.56,1.56,246217.0
1999-02-02 11:45:00,1.55,1.55,1.55,1.55,317468.0
1999-02-02 12:00:00,1.55,1.55,1.55,1.55,205712.0
1999-02-02 12:15:00,1.54,1.54,1.54,1.54,185726.0
1999-02-02 12:30:00,1.54,1.54,1.54,1.54,202862.0
1999-02-02 12:45:00,1.53,1.53,1.53,1.53,318111.0
1999-02-02 13:00:00,1.53,1.53,1.53,1.53,291386.0
1999-02-02 13:15:00,1.53,1.53,1.53,1.53,259270.0
1999-02-02 13:30:00,1.52,1.52,1.52,1.52,186923.0
1999-02-02 13:45:00,1.52,1.52,1.52,1.52,204360.0
1999-02-02 14:00:00,1.52,1.52,1.52,1.52,234488.0
1999-02-02 14:15:00,1.51,1.52,1.51,1.52,180763.0
1999-02-02 14:30:00,1.51,1.51,1.51,1.51,211441.0
1999-02-02 14:45:00,1.5,1.5,1.5,1.5,318244.0
1999-02-02 15:00:00,1.5,1.5,1.5,1.5,327766.0
1999-02-02 15:15:00,1.5,1.5,1.5,1.5,229658.0
1999-02-02 15:30:00,1.49,1.49,1.49,1.49,313844.0
1999-02-02 15:45:00,1.49,1.49,1.49,1.49,312335.0
1999-02-03 09:30:00,1.47,1.47,1.47,1.47,59937.0
1999-02-03 09:45:00,1.47,1.47,1.47,1.47,69078.0
1999-02-03 10:00:00,1.47,1.47,1.47,1.47,82355.0
1999-02-03 10:15:00,1.47,1.47,1.47,1.47,53443.0
1999-02-03 10:30:00,1.48,1.48,1.48,1.48,79770.0
1999-02-03 10:45:00,1.48,1.48,1.48,1.48,67856.0
1999-02-03 11:00:00,1.48,1.48,1.48,1.48,77054.0
1999-02-03 11:15:00,1.48,1.48,1.48,1.48,85562.0
1999-02-03 11:30:00,1.49,1.49,1.49,1.49,61013.0
1999-02-03 11:45:00,1.49,1.49,1.49,1.49,53568.0
1999-02-03 12:00:00,1.49,1.49,1.49,1.49,91960.0
1999-02-03 12:15:00,1.49,1.49,1.49,1.49,60881.0
1999-02-03 12:30:00,1.49,1.49,1.49,1.49,54523.0
1999-02-03 13:00:00,1.5,1.5,1.5,1.5,58687.0
1999-02-03 13:15:00,1.5,1.5,1.5,1.5,81852.0
1999-02-03 13:30:00,1.5,1.5,1.5,1.5,50942.0
1999-02-03 13:45:00,1.5,1.5,1.5,1.5,70799.0
1999-02-03 14:00:00,1.51,1.51,1.51,1.51,56716.0
1999-02-03 14:15:00,1.51,1.51,1.51,1.51,92127.0
1999-02-03 14:30:00,1.51,1.51,1.51,1.51,55161.0
1999-02-03 14:45:00,1.51,1.51,1.51,1.51,79685.0
1999-02-03 15:00:00,1.51,1.51,1.51,1.51,52830.0
1999-02-03 15:15:00,1.52,1.52,1.52,1.52,52893.0
1999-02-03 15:30:00,1.52,1.52,1.52,1.52,60168.0
1999-02-03 15:45:00,1.52,1.52,1.52,1.52,92479.0
1999-02-04 09:30:00,1.54,1.54,1.54,1.54,181620.0
1999-02-04 09:45:00,1.55,1.55,1.55,1.55,134221.0
1999-02-04 10:00:00,1.54,1.55,1.54,1.54,217846.0
1999-02-04 10:15:00,1.55,1.55,1.55,1.55,189771.0
1999-02-04 10:30:00,1.55,1.56,1.55,1.55,133040.0
1999-02-04 10:45:00,1.55,1.55,1.55,1.55,170916.0
1999-02-04 11:00:00,1.56,1.56,1.56,1.56,138620.0
1999-02-04 11:15:00,1.56,1.56,1.56,1.56,180441.0
1999-02-04 11:30:00,1.56,1.56,1.56,1.56,187525.0
1999-02-04 11:45:00,1.56,1.56,1.56,1.56,199496.0
1999-02-04 12:00:00,1.57,1.57,1.57,1.57,197625.0
1999-02-04 12:15:00,1.57,1.57,1.57,1.57,125515.0
1999-02-04 12:30:00,1.57,1.57,1.57,1.57,183800.0
1999-02-04 12:45:00,1.57,1.57,1.57,1.57,165183.0
1999-02-04 13:00:00,1.58,1.58,1.58,1.58,145517.0
1999-02-04 13:15:00,1.58,1.58,1.58,1.58,163278.0
1999-02-04 13:30:00,1.58,1.58,1.58,1.58,190293.0
1999-02-04 13:45:00,1.58,1.58,1.58,1.58,217850.0
1999-02-04 14:00:00,1.59,1.59,1.59,1.59,196605.0
1999-02-04 14:15:00,1.59,1.59,1.59,1.59,132000.0
1999-02-04 14:30:00,1.59,1.59,1.59,1.59,162836.0
1999-02-04 14:45:00,1.59,1.59,1.59,1.59,198474.0
1999-02-04 15:00:00,1.6,1.6,1.6,1.6,172883.0
1999-02-04 15:15:00,1.6,1.6,1.6,1.6,126857.0
1999-02-04 15:30:00,1.6,1.6,1.6,1.6,213518.0
1999-02-04 15:45:00,1.6,1.6,1.6,1.6,221392.0
1999-02-05 09:30:00,1.63,1.63,1.63,1.63,149563.0
1999-02-05 09:45:00,1.63,1.63,1.63,1.63,106962.0
1999-02-05 10:00:00,1.63,1.63,1.63,1.63,132913.0
1999-02-05 10:15:00,1.63,1.63,1.63,1.63,138543.0
1999-02-05 10:30:00,1.63,1.63,1.63,1.63,144399.0
1999-02-05 10:45:00,1.63,1.63,1.63,1.63,150208.0
1999-02-05 11:00:00,1.63,1.63,1.63,1.63,107906.0
1999-02-05 11:15:00,1.64,1.64,1.64,1.64,123870.0
1999-02-05 11:30:00,1.64,1.64,1.64,1.64,134742.0
1999-02-05 11:45:00,1.64,1.64,1.64,1.64,102234.0
1999-02-05 12:00:00,1.64,1.64,1.64,1.64,136989.0
1999-02-05 12:15:00,1.64,1.64,1.64,1.64,150566.0
1999-02-05 12:30:00,1.64,1.64,1.64,1.64,148037.0
1999-02-05 12:45:00,1.64,1.64,1.64,1.64,142424.0
1999-02-05 13:00:00,1.64,1.64,1.64,1.64,97597.0
1999-02-05 13:15:00,1.65,1.65,1.65,1.65,121897.0
1999-02-05 13:30:00,1.64,1.64,1.64,1.64,149490.0
1999-02-05 13:45:00,1.64,1.64,1.64,1.64,170740.0
1999-02-05 14:00:00,1.65,1.65,1.64,1.65,130298.0
1999-02-05 14:15:00,1.65,1.65,1.65,1.65,141631.0
1999-02-05 14:30:00,1.65,1.65,1.65,1.65,170424.0
1999-02-05 14:45:00,1.65,1.65,1.65,1.65,146398.0
1999-02-05 15:00:00,1.65,1.65,1.65,1.65,127383.0
1999-02-05 15:15:00,1.65,1.65,1.65,1.65,108422.0
1999-02-05 15:30:00,1.65,1.65,1.65,1.65,111423.0
1999-02-05 15:45:00,1.65,1.65,1.65,1.65,96925.0
1999-02-08 09:30:00,1.66,1.66,1.66,1.66,172856.0
1999-02-08 09:45:00,1.66,1.66,1.66,1.66,110071.0
1999-02-08 10:00:00,1.66,1.66,1.66,1.66,129483.0
1999-02-08 10:15:00,1.65,1.65,1.65,1.65,189395.0
1999-02-08 10:30:00,1.65,1.65,1.65,1.65,141072.0
1999-02-08 10:45:00,1.65,1.65,1.65,1.65,169256.0
1999-02-08 11:00:00,1.64,1.65,1.64,1.64,137925.0
1999-02-08 11:15:00,1.64,1.64,1.64,1.64,109691.0
1999-02-08 11:30:00,1.64,1.64,1.64,1.64,117290.0
1999-02-08 11:45:00,1.64,1.64,1.64,1.64,105012.0
1999-02-08 12:00:00,1.64,1.64,1.64,1.64,133406.0
1999-02-08 12:15:00,1.63,1.63,1.63,1.63,185568.0
1999-02-08 12:30:00,1.63,1.63,1.63,1.63,178825.0
1999-02-08 12:45:00,1.63,1.63,1.63,1.63,106776.0
1999-02-08 13:00:00,1.62,1.62,1.62,1.62,146214.0
1999-02-08 13:15:00,1.62,1.62,1.62,1.62,104963.0
1999-02-08 13:30:00,1.62,1.62,1.62,1.62,155000.0
1999-02-08 13:45:00,1.62,1.62,1.62,1.62,145306.0
1999-02-08 14:00:00,1.61,1.61,1.61,1.61,168610.0
1999-02-08 14:15:00,1.61,1.61,1.61,1.61,131190.0
1999-02-08 14:30:00,1.61,1.61,1.61,1.61,166603.0
1999-02-08 14:45:00,1.6,1.6,1.6,1.6,165754.0
1999-02-08 15:00:00,1.6,1.6,1.6,1.6,142700.0
1999-02-08 15:15:00,1.6,1.6,1.6,1.6,141234.0
1999-02-08 15:30:00,1.6,1.6,1.6,1.6,158182.0
1999-02-08 15:45:00,1.59,1.59,1.59,1.59,187417.0
1999-02-09 09:45:00,1.62,1.62,1.62,1.62,60026.0
1999-02-09 10:00:00,1.62,1.62,1.62,1.62,67046.0
1999-02-09 10:15:00,1.61,1.61,1.61,1.61,83903.0
1999-02-09 10:30:00,1.61,1.61,1.61,1.61,91818.0
1999-02-09 10:45:00,1.6,1.6,1.6,1.6,84096.0
1999-02-09 11:00:00,1.6,1.6,1.6,1.6,64346.0
1999-02-09 11:15:00,1.6,1.6,1.6,1.6,76940.0
1999-02-09 11:30:00,1.6,1.6,1.6,1.6,76663.0
1999-02-09 11:45:00,1.59,1.59,1.59,1.59,68409.0
1999-02-09 12:00:00,1.59,1.59,1.59,1.59,80541.0
1999-02-09 12:15:00,1.58,1.58,1.58,1.58,100870.0
1999-02-09 12:30:00,1.58,1.58,1.58,1.58,106415.0
1999-02-09 12:45:00,1.58,1.58,1.58,1.58,58814.0
1999-02-09 13:00:00,1.57,1.57,1.57,1.57,85107.0
1999-02-09 13:15:00,1.57,1.57,1.57,1.57,83367.0
1999-02-09 13:30:00,1.57,1.57,1.56,1.57,105775.0
1999-02-09 13:45:00,1.56,1.56,1.56,1.56,79829.0
1999-02-09 14:00:00,1.56,1.56,1.56,1.56,66562.0
1999-02-09 14:15:00,1.55,1.55,1.55,1.55,85927.0
1999-02-09 14:30:00,1.55,1.55,1.55,1.55,94966.0
1999-02-09 14:45:00,1.55,1.55,1.55,1.55,76715.0
1999-02-09 15:00:00,1.54,1.54,1.54,1.54,96058.0
1999-02-09 15:15:00,1.54,1.54,1.54,1.54,104137.0
1999-02-09 15:30:00,1.53,1.53,1.53,1.53,102672.0
1999-02-09 15:45:00,1.53,1.53,1.53,1.53,71820.0
1999-02-10 09:30:00,1.53,1.53,1.53,1.53,134383.0
1999-02-10 09:45:00,1.53,1.53,1.53,1.53,168403.0
1999-02-10 10:00:00,1.53,1.53,1.53,1.53,168261.0
1999-02-10 10:15:00,1.53,1.53,1.53,1.53,122620.0
1999-02-10 10:30:00,1.53,1.53,1.53,1.53,108317.0
1999-02-10 10:45:00,1.53,1.53,1.53,1.53,152511.0
1999-02-10 11:00:00,1.53,1.53,1.53,1.53,164134.0
1999-02-10 11:15:00,1.53,1.53,1.53,1.53,112586.0
1999-02-10 11:30:00,1.53,1.53,1.53,1.53,151859.0
1999-02-10 11:45:00,1.53,1.53,1.53,1.53,116921.0
1999-02-10 12:00:00,1.52,1.52,1.52,1.52,178844.0
1999-02-10 12:15:00,1.52,1.52,1.52,1.52,163972.0
1999-02-10 12:30:00,1.52,1.52,1.52,1.52,172672.0
1999-02-10 12:45:00,1.52,1.52,1.52,1.52,101546.0
1999-02-10 13:00:00,1.52,1.52,1.52,1.52,163334.0
1999-02-10 13:15:00,1.52,1.52,1.52,1.52,147739.0
1999-02-10 13:30:00,1.52,1.52,1.52,1.52,178719.0
1999-02-10 13:45:00,1.52,1.52,1.52,1.52,122316.0
1999-02-10 14:00:00,1.52,1.52,1.52,1.52,117334.0
1999-02-10 14:15:00,1.52,1.52,1.52,1.52,146334.0
1999-02-10 14:30:00,1.52,1.52,1.52,1.52,176209.0
1999-02-10 14:45:00,1.52,1.52,1.52,1.52,148449.0
1999-02-10 15:00:00,1.52,1.52,1.52,1.52,138588.0
1999-02-10 15:15:00,1.52,1.52,1.52,1.52,146065.0
1999-02-10 15:30:00,1.52,1.52,1.52,1.52,128836.0
1999-02-10 15:45:00,1.52,1.52,1.52,1.52,178916.0
1999-02-11 09:30:00,1.52,1.52,1.52,1.52,129080.0
1999-02-11 09:45:00,1.53,1.53,1.53,1.53,109316.0
1999-02-11 10:00:00,1.53,1.53,1.53,1.53,103902.0
1999-02-11 10:15:00,1.54,1.54,1.54,1.54,127589.0
1999-02-11 10:30:00,1.54,1.54,1.54,1.54,158758.0
1999-02-11 10:45:00,1.55,1.55,1.55,1.55,129187.0
1999-02-11 11:00:00,1.55,1.55,1.55,1.55,95468.0
1999-02-11 11:15:00,1.55,1.55,1.55,1.55,90303.0
1999-02-11 11:30:00,1.56,1.56,1.56,1.56,132736.0
1999-02-11 12:00:00,1.57,1.57,1.57,1.57,147076.0
1999-02-11 12:15:00,1.58,1.58,1.58,1.58,145299.0
1999-02-11 12:30:00,1.58,1.58,1.58,1.58,134930.0
1999-02-11 12:45:00,1.59,1.59,1.59,1.59,98668.0
1999-02-11 13:00:00,1.59,1.59,1.59,1.59,155383.0
1999-02-11 13:15:00,1.59,1.59,1.59,1.59,144990.0
1999-02-11 13:30:00,1.6,1.6,1.6,1.6,158417.0
1999-02-11 13:45:00,1.61,1.61,1.61,1.61,129946.0
1999-02-11 14:00:00,1.61,1.61,1.61,1.61,111317.0
1999-02-11 14:15:00,1.62,1.62,1.62,1.62,163771.0
1999-02-11 14:30:00,1.62,1.62,1.62,1.62,120708.0
1999-02-11 14:45:00,1.63,1.63,1.63,1.63,147349.0
1999-02-11 15:00:00,1.63,1.63,1.63,1.63,150869.0
1999-02-11 15:15:00,1.64,1.64,1.63,1.64,158406.0
1999-02-11 15:30:00,1.64,1.64,1.64,1.64,150964.0
1999-02-11 15:45:00,1.65,1.65,1.65,1.65,142887.0
1999-02-12 09:30:00,1.67,1.67,1.67,1.67,130250.0
1999-02-12 09:45:00,1.67,1.67,1.67,1.67,121587.0
1999-02-12 10:00:00,1.67,1.67,1.67,1.67,131100.0
1999-02-12 10:15:00,1.68,1.68,1.68,1.68,115015.0
1999-02-12 10:30:00,1.68,1.68,1.68,1.68,116061.0
1999-02-12 10:45:00,1.68,1.68,1.68,1.68,116777.0
1999-02-12 11:00:00,1.69,1.69,1.69,1.69,84175.0
1999-02-12 11:15:00,1.69,1.69,1.69,1.69,123773.0
1999-02-12 11:30:00,1.69,1.69,1.69,1.69,120468.0
1999-02-12 11:45:00,1.69,1.69,1.69,1.69,105373.0
1999-02-12 12:00:00,1.7,1.7,1.7,1.7,108237.0
1999-02-12 12:15:00,1.7,1.7,1.7,1.7,136706.0
1999-02-12 12:30:00,1.7,1.7,1.7,1.7,89746.0
1999-02-12 12:45:00,1.71,1.71,1.71,1.71,95139.0
1999-02-12 13:00:00,1.71,1.71,1.71,1.71,86404.0
1999-02-12 13:15:00,1.71,1.71,1.71,1.71,131352.0
1999-02-12 13:30:00,1.71,1.71,1.71,1.71,82536.0
1999-02-12 13:45:00,1.71,1.71,1.71,1.71,113412.0
1999-02-12 14:00:00,1.72,1.72,1.72,1.72,90724.0
1999-02-12 14:15:00,1.72,1.72,1.72,1.72,102437.0
1999-02-12 14:30:00,1.72,1.72,1.72,1.72,92910.0
1999-02-12 14:45:00,1.73,1.73,1.73,1.73,116827.0
1999-02-12 15:00:00,1.73,1.73,1.73,1.73,105147.0
